,Project Code,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Line Item Insurance (USD),Scheduled Delivery Date Year,Scheduled Delivery Date Month,Scheduled Delivery Date Day,Delivered to Client Date Year,Delivered to Client Date Month,Delivered to Client Date Day,Delivery Recorded Date Year,Delivery Recorded Date Month,Delivery Recorded Date Day
2784,116-ZA-T30,South Africa,PMO - US,0,DDP,Truck,ARV,Pediatric,PHARMACY DIRECT,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,60,1470.62,24.51,0.1,"Aurobindo Unit III, India",0,1.51,2014,8,28,2014,8,28,2014,8,28
2785,110-PK-T30,Pakistan,PMO - US,0,EXW,Air,HRDT,HIV test,INVERNESS MEDICAL INNOVATIONS HONG KONG LTD,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,4484,358720.0,80.0,0.8,"Alere Medical Co., Ltd.",1,502.93,2014,3,17,2014,3,17,2014,3,17
2786,116-ZA-T30,South Africa,PMO - US,0,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,17,460.89,27.11,0.45,"Aurobindo Unit III, India",0,0.57,2014,8,29,2014,8,29,2014,8,29
2787,108-VN-T30,Vietnam,PMO - US,0,EXW,Air,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,837,1548.45,1.85,0.01,"Aurobindo Unit III, India",1,1.92,2013,5,22,2013,5,22,2013,5,22
2788,103-ZW-T30,Zimbabwe,PMO - US,0,FCA,Air,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,846,26073.72,30.82,0.1,ABBVIE (Abbott) Logis. UK,1,36.56,2013,4,25,2013,4,25,2013,4,25
2789,109-TZ-T30,Tanzania,PMO - US,0,EXW,Ocean,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,115000,414000.0,3.6,0.06,Mylan (formerly Matrix) Nashik,1,425.59,2014,5,27,2014,5,27,2014,6,12
2790,104-CI-T30,Côte d'Ivoire,PMO - US,0,EXW,Air,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,300mg,Test kit,25,1209,24180.0,20.0,0.8,"Standard Diagnostics, Korea",1,39.9,2011,9,12,2011,9,12,2011,9,12
2791,101-CD-T30,"Congo, DRC",PMO - US,0,DDP,Truck,HRDT,HIV test - Ancillary,WAGENIA,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,300mg,Test kit - Ancillary,1,2500,18775.0,7.51,7.51,"Alere Medical Co., Ltd.",1,19.3,2014,4,7,2014,4,7,2014,4,23
2792,108-VN-T30,Vietnam,PMO - US,0,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,5600,340592.0,60.82,0.51,ABBVIE Ludwigshafen Germany,1,350.13,2015,1,16,2015,1,16,2015,1,17
2793,104-CI-T30,Côte d'Ivoire,PMO - US,0,CIP,Air,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,415,2905.0,7.0,0.12,"BMS Meymac, France",0,6.26,2010,9,8,2010,9,8,2010,9,8
2794,161-ZA-T30,South Africa,PMO - US,0,DDP,Ocean,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,3971,8418.52,2.12,0.01,"Aurobindo Unit III, India",1,13.89,2011,4,4,2011,4,4,2011,4,4
2795,110-ZM-T30,Zambia,PMO - US,0,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,42813,96329.25,2.25,0.04,"Aurobindo Unit III, India",1,99.03,2014,7,20,2014,7,20,2014,8,1
2796,108-VN-T30,Vietnam,PMO - US,0,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,5000,16500.0,3.3,0.11,"Aurobindo Unit III, India",1,19.42,2015,9,7,2015,9,7,2015,9,7
2797,108-VN-T30,Vietnam,PMO - US,0,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,15211,120927.45,7.95,0.13,"Aurobindo Unit III, India",0,199.53,2012,2,18,2012,2,18,2012,2,18
2798,108-VN-T30,Vietnam,PMO - US,0,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,23389,268739.61,11.49,0.38,Mylan (formerly Matrix) Nashik,1,332.43,2013,3,18,2013,3,18,2013,3,18
2799,901-CM-T30,Cameroon,PMO - US,0,EXW,Air,ARV,Adult,CIPLA LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,47268,311496.12,6.59,0.11,"Cipla, Goa, India",1,385.32,2013,9,26,2013,9,26,2013,9,26
2800,102-GY-T30,Guyana,PMO - US,0,EXW,Air,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,300mg,Test kit,20,40,1080.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,1,1.78,2010,11,19,2010,11,19,2010,11,19
2801,108-VN-T30,Vietnam,PMO - US,0,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,252,3276.0,13.0,0.43,"Aurobindo Unit III, India",1,7.06,2010,8,13,2010,8,13,2010,8,13
2802,116-ZA-T30,South Africa,PMO - US,0,DDP,Truck,ARV,Adult,PHARMACY DIRECT,"Etravirine 100mg [Intelence], tablets, 120 Tabs",Etravirine,Intelence,100mg,Tablet,120,12,424.25,35.35,0.29,"Janssen-Cilag, Latina, IT",0,0.44,2014,11,5,2014,11,5,2014,11,5
2803,108-VN-T30,Vietnam,PMO - US,0,EXW,Air,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,15040,86329.6,5.74,0.1,"Cipla, Goa, India",1,186.13,2010,3,13,2010,3,13,2010,3,13
2804,114-UG-T30,Uganda,PMO - US,0,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,417,2856.45,6.85,0.11,ABBVIE Ludwigshafen Germany,1,3.53,2013,11,15,2013,11,15,2013,11,15
2805,116-ZA-T30,South Africa,PMO - US,0,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,20,434.11,21.71,0.72,"Aurobindo Unit III, India",0,0.54,2014,8,29,2014,8,29,2014,8,29
2806,161-ZA-T30,South Africa,PMO - US,0,DDP,Ocean,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,50000,421000.0,8.42,0.14,"Aurobindo Unit III, India",1,694.65,2011,9,14,2011,9,14,2011,9,14
2807,109-TZ-T30,Tanzania,PMO - US,0,EXW,Air,ARV,Pediatric,STRIDES ARCOLAB LIMITED,"Efavirenz 200mg, scored tablets, 90 Tabs",Efavirenz,Generic,200mg,Tablet,90,9959,92618.7,9.3,0.1,"Strides, Bangalore, India.",1,95.21,2014,6,24,2014,6,24,2014,6,24
2808,108-VN-T30,Vietnam,PMO - US,0,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,12000,87000.0,7.25,0.12,Mylan (formerly Matrix) Nashik,1,143.55,2011,7,27,2011,7,27,2011,7,27
2809,117-ET-T30,Ethiopia,PMO - US,0,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300mg,Test kit,20,27,864.0,32.0,1.6,"Trinity Biotech, Plc",1,1.21,2012,8,21,2012,8,21,2012,8,21
2810,116-ZA-T30,South Africa,PMO - US,0,DDP,Truck,ARV,Adult,PHARMACY DIRECT,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,3,38.47,12.82,0.21,"Aurobindo Unit III, India",0,0.04,2015,5,12,2015,5,12,2015,5,12
2811,103-SS-T30,South Sudan,PMO - US,0,EXW,Air,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300mg,Test kit,20,324,10368.0,32.0,1.6,"Trinity Biotech, Plc",1,12.83,2013,3,27,2013,3,27,2013,3,27
2812,116-ZA-T30,South Africa,PMO - US,0,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,Retrovir,300mg,Tablet,60,500,7451.43,14.9,0.25,GSK Ware (UK),0,16.07,2009,12,29,2009,12,29,2009,12,29
2813,116-ZA-T30,South Africa,PMO - US,0,DDP,Truck,ARV,Pediatric,PHARMACY DIRECT,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,3,51.42,17.14,0.06,ABBVIE (Abbott) Logis. UK,1,0.05,2015,8,11,2015,8,11,2015,8,11
2814,106-HT-T30,Haiti,PMO - US,0,EXW,Ocean,ARV,Adult,CIPLA LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,38530,394932.5,10.25,0.34,Cipla Ltd A-42 MIDC Mahar. IN,1,405.99,2015,5,25,2015,5,25,2015,5,26
2815,107-RW-T30,Rwanda,PMO - US,0,EXW,Air,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,300mg,Test kit,1,2988,73206.0,24.5,24.5,"KHB Test Kit Facility, Shanghai China",1,90.56,2014,3,27,2014,3,27,2014,3,27
2816,106-HT-T30,Haiti,PMO - US,0,EXW,Ocean,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,14520,99026.4,6.82,0.11,"Aurobindo Unit III, India",0,122.5,2013,9,2,2013,9,2,2013,9,2
2817,116-ZA-T30,South Africa,PMO - US,0,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,4292,17235.27,4.02,0.13,"Aurobindo Unit III, India",1,33.78,2009,12,8,2009,12,8,2009,12,8
2818,114-UG-T30,Uganda,PMO - US,0,EXW,Air,ARV,Adult,CIPLA LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,50000,162000.0,3.24,0.11,"Cipla, Goa, India",1,200.39,2013,11,16,2013,11,16,2013,11,21
2819,108-VN-T30,Vietnam,PMO - US,0,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,5188,315534.16,60.82,0.51,ABBVIE Ludwigshafen Germany,1,442.38,2012,12,21,2012,12,21,2012,12,21
2820,111-MZ-T30,Mozambique,PMO - US,0,FCA,Air,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,2464,16878.4,6.85,0.11,ABBVIE Ludwigshafen Germany,1,27.85,2011,11,8,2011,11,8,2011,11,8
2821,161-ZA-T30,South Africa,PMO - US,0,DDP,Ocean,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,63967,289770.51,4.53,0.15,"Aurobindo Unit III, India",1,624.75,2011,3,10,2011,3,4,2011,3,4
2822,105-DO-T30,Dominican Republic,PMO - US,0,EXW,Air,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,1775,163300.0,92.0,0.92,"Alere Medical Co., Ltd.",1,202.0,2013,10,29,2013,10,29,2013,11,1
2823,133-NG-T30,Nigeria,PMO - US,0,EXW,Air,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,300mg,Test kit,20,3401,98629.0,29.0,1.45,Chembio Diagnostics Sys. Inc.,1,138.28,2012,10,8,2012,10,8,2012,10,8
2824,106-HT-T30,Haiti,PMO - US,0,EXW,Ocean,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,46500,499410.0,10.74,0.36,Mylan (formerly Matrix) Nashik,1,513.39,2014,10,20,2014,10,20,2014,11,6
2825,116-ZA-T30,South Africa,PMO - US,0,DDP,Truck,ARV,Pediatric,PHARMACY DIRECT,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,15,45.09,3.01,0.1,"Aurobindo Unit III, India",0,0.05,2015,4,28,2015,4,28,2015,4,28
2826,108-VN-T30,Vietnam,PMO - US,0,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1008,8678.88,8.61,0.14,"Aurobindo Unit III, India",1,17.01,2009,10,23,2009,10,23,2009,10,23
2827,112-NG-T30,Nigeria,PMO - US,0,CIP,Air,HRDT,HIV test,BIO-RAD LABORATORIES PTY LTD. (SOUTH AFRICA),"HIV 2, New LAV Blot 2 HIV Kit, 18 Tests","HIV 2, New LAV Blot 2 HIV Kit",LAV,300mg,Test kit,18,1,750.29,750.29,41.68,Bio-Rad Laboratories,1,1.47,2009,9,23,2009,9,23,2009,9,23
2828,108-VN-T30,Vietnam,PMO - US,0,EXW,Air,ARV,Adult,MICRO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,21000,62580.0,2.98,0.1,"Micro labs, Verna, Goa, India",1,64.33,2014,11,26,2014,11,26,2014,11,26
2829,116-ZA-T30,South Africa,PMO - US,0,DDP,Truck,ARV,Adult,PHARMACY DIRECT,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,18,405.71,22.54,0.38,"Aurobindo Unit III, India",0,0.42,2014,11,28,2014,11,28,2014,11,28
2830,101-CD-T30,"Congo, DRC",PMO - US,0,EXW,Air,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,150,322.5,2.15,0.04,"Cipla, Goa, India",1,0.33,2014,8,22,2014,8,22,2014,8,22
2831,161-ZA-T30,South Africa,PMO - US,0,DDP,Ocean,ARV,Adult,STRIDES ARCOLAB LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,100000,282000.0,2.82,0.05,"Strides, Bangalore, India.",1,607.99,2010,11,17,2010,11,17,2010,11,17
2832,116-ZA-T30,South Africa,PMO - US,0,DDP,Truck,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,183,1802.16,9.85,0.16,Hetero Unit III Hyderabad IN,0,2.23,2014,8,27,2014,8,27,2014,8,27
2833,116-ZA-T30,South Africa,PMO - US,0,DDP,Truck,ARV,Pediatric,PHARMACY DIRECT,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,17,91.92,5.41,0.02,"Aurobindo Unit III, India",0,0.09,2015,8,24,2015,8,24,2015,8,24
2834,110-ZM-T30,Zambia,PMO - US,0,EXW,Air,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,3038,243040.0,80.0,0.8,"Alere Medical Co., Ltd.",1,300.64,2013,8,5,2013,8,9,2013,8,9
2835,161-ZA-T30,South Africa,PMO - US,0,DDP,Ocean,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,108129,489824.37,4.53,0.15,"Aurobindo Unit III, India",1,1056.06,2011,3,10,2011,3,4,2011,3,4
2836,108-VN-T30,Vietnam,PMO - US,0,EXW,Air,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,23251,278779.49,11.99,0.4,Mylan (formerly Matrix) Nashik,1,390.85,2012,12,28,2012,12,28,2012,12,28
2837,106-HT-T30,Haiti,PMO - US,0,CIP,Air,ARV,Adult,ETHNOR DEL ISTMO S.A.,"Darunavir 300mg [Prezista], tablets, 120 Tabs",Darunavir,Prezista,300mg,Tablet,120,22,1465.2,66.6,0.55,"Janssen Ortho LLC, Puerto Rico",1,1.81,2014,2,24,2014,2,24,2014,2,25
2838,116-ZA-T30,South Africa,PMO - US,0,DDP,Truck,ARV,Adult,PHARMACY DIRECT,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,112,2141.49,19.12,0.64,Mylan (formerly Matrix) Nashik,0,2.2,2014,8,28,2014,8,28,2014,8,28
2839,161-ZA-T30,South Africa,PMO - US,0,DDP,Ocean,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,22643,225977.14,9.98,0.11,"Aurobindo Unit III, India",1,487.21,2011,5,3,2011,5,3,2011,5,3
2840,151-NG-T30,Nigeria,PMO - US,0,EXW,Air,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,2221,13192.74,5.94,0.1,ABBVIE Ludwigshafen Germany,1,16.32,2013,3,14,2013,3,14,2013,3,14
2841,107-RW-T30,Rwanda,PMO - US,0,EXW,Air,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,300mg,Test kit,1,4032,98784.0,24.5,24.5,"KHB Test Kit Facility, Shanghai China",1,101.55,2015,2,18,2015,2,18,2015,2,19
2842,111-MZ-T30,Mozambique,PMO - US,0,EXW,Air,ARV,Adult,HETERO LABS LIMITED,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,67098,369039.0,5.5,0.09,Hetero Unit III Hyderabad IN,1,456.5,2013,8,13,2013,8,13,2013,8,13
2843,161-ZA-T30,South Africa,PMO - US,0,DDP,Ocean,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,64316,290065.16,4.51,0.15,"Aurobindo Unit III, India",1,478.61,2011,10,10,2011,11,3,2011,11,3
2844,106-HT-T30,Haiti,PMO - US,0,FCA,Air,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,2697,16020.18,5.94,0.1,ABBVIE Ludwigshafen Germany,1,16.47,2015,7,7,2015,7,7,2015,7,7
2845,110-ZM-T30,Zambia,PMO - US,0,EXW,Air,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,2639,190008.0,72.0,0.72,Inverness Japan,1,409.66,2010,3,18,2010,3,18,2010,3,18
2846,901-NA-T30,Namibia,PMO - US,0,EXW,Air,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,24672,113984.64,4.62,0.15,Hetero Unit III Hyderabad IN,1,117.18,2014,10,22,2014,10,22,2014,10,22
2847,110-ZM-T30,Zambia,PMO - US,0,FCA,Air,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,2266,69838.12,30.82,0.1,ABBVIE (Abbott) Logis. UK,1,71.79,2015,4,23,2015,4,23,2015,4,23
2848,116-ZA-T30,South Africa,PMO - US,0,DDP,Truck,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml, oral solution w/syringe, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,13,103.95,8.0,0.03,"Aurobindo Unit III, India",0,0.13,2014,8,27,2014,8,27,2014,8,27
2849,108-VN-T30,Vietnam,PMO - US,0,EXW,Air,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,19600,120540.0,6.15,0.1,"Cipla, Goa, India",1,236.26,2010,1,7,2010,1,7,2010,1,7
2850,104-CI-T30,Côte d'Ivoire,PMO - US,0,FCA,Ocean,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,9800,302036.0,30.82,0.26,ABBVIE Ludwigshafen Germany,1,498.36,2012,3,23,2012,3,23,2012,3,23
2851,105-SS-T30,South Sudan,PMO - US,0,EXW,Air,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,250,22250.0,89.0,0.89,"Alere Medical Co., Ltd.",1,27.52,2013,7,20,2013,7,20,2013,7,20
2852,101-CD-T30,"Congo, DRC",PMO - US,0,EXW,Air,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,980,7947.8,8.11,0.14,"Strides, Bangalore, India.",1,8.17,2014,9,30,2014,9,30,2014,10,29
2853,161-ZA-T30,South Africa,PMO - US,0,DDP,Ocean,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,128620,547921.2,4.26,0.14,"Aurobindo Unit III, India",1,904.07,2012,1,16,2012,1,16,2012,1,16
2854,901-NA-T30,Namibia,PMO - US,0,EXW,Air,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,24096,111323.52,4.62,0.15,Hetero Unit III Hyderabad IN,1,114.44,2014,10,22,2014,10,22,2014,10,22
2855,107-RW-T30,Rwanda,PMO - US,0,EXW,Air,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,150,3000.0,20.0,0.67,"Aurobindo Unit III, India",1,4.95,2012,3,30,2012,3,30,2012,3,30
2856,106-HT-T30,Haiti,PMO - US,0,EXW,Air,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,19835,160663.5,8.1,0.13,"Cipla, Goa, India",1,165.16,2014,10,14,2014,10,14,2014,10,20
